"","Item_Number","Set_Name","Amazon_Price","Year","Pages","unique_pieces","Theme","Pieces","Price","Ages","Minifigures","Packaging","Weight","Availability","Size"
"775","10757","Raptor Rescue Truck",NA,2018,NA,"56","Juniors","85",NA,"Ages_NA",2,"Box","0.31Kg (0.68 lb)","Retail","Small"
"776","10758","T. Rex Breakout",NA,2018,NA,"98","Juniors","150",NA,"Ages_NA",3,"Box","0.67Kg (1.48 lb)","Retail","Small"
"777","10759","Elastigirl's Rooftop Pursuit",NA,2018,NA,"77","Juniors","95",NA,"Ages_4 - 7",2,"Box","NA","Retail","Small"
"778","10760","Underminer Bank Heist",NA,2018,NA,"99","Juniors","149",NA,"Ages_4 - 7",3,"Box","NA","Retail","Small"
"779","10761","The Great Home Escape",NA,2018,NA,"123","Juniors","178",NA,"Ages_4 - 7",4,"Box","NA","Retail","Small"
"780","10762","Belle's Story Time",NA,2018,NA,"66","Juniors","87",NA,"Ages_NA",4,"Box","NA","Retail","Small"
"781","10763","Stephanie's Lakeside House",NA,2018,NA,"142","Juniors","215",NA,"Ages_NA",3,"Box","NA","Retail","Small"
"782","10764","City Central Airport",NA,2018,NA,"172","Juniors","376",NA,"Ages_4 - 7",5,"Box","0.91Kg (2 lb)","Retail","Small"
"783","10765","Ariel's Underwater Concert",NA,2018,NA,"56","Juniors","92",NA,"Ages_NA",1,"Box","NA","NA","Small"
"784","10766","Woody & RC",NA,2019,NA,"36","Disney","69",NA,"Ages_4+",1,"Box","NA","Retail","Small"
"785","10767","Duke Caboom's Stunt Show",NA,2019,NA,"62","Disney","120",NA,"Ages_4+",2,"Box","NA","Retail","Small"
"786","10768","Buzz and Bo Peep's Playground Adventure",NA,2019,NA,"85","Disney","139",NA,"Ages_4+",3,"Box","NA","Retail","Small"
"787","10769","RV Vacation",NA,2019,NA,"105","Disney","178",NA,"Ages_4+",3,"Box","NA","Retail","Small"
"788","10770","Buzz & Woody's Carnival Mania!",NA,2019,NA,"106","Disney","230",NA,"Ages_4+",5,"Box","NA","Retail","Small"
"789","10771","Carnival Thrill Coaster",NA,2019,NA,"56","Disney","98",NA,"Ages_NA",2,"Box","NA","Retail","Small"
"790","10774",NA,"€43.03*",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"791","10780",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"792","10783",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"793","10789",NA,"€11.47",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"794","10858","My First Puzzle Pets",NA,2018,NA,"16","Duplo","18",NA,"Ages_NA",NA,"Box","0.34Kg (0.75 lb)","NA","Large"
"795","10859","My First Ladybird",NA,2018,NA,"5","Duplo","6",NA,"Ages_1 - 3",NA,"Box","NA","Retail","Large"
"796","10860","My First Race Car",NA,2018,NA,"6","Duplo","6",NA,"Ages_1 - 3",NA,"Box","0.13Kg (0.29 lb)","Retail","Large"
"797","10861","My First Emotions",NA,2018,NA,"24","Duplo","28",NA,"Ages_NA",NA,"Box","NA","NA","Large"
"798","10862","My First Celebration",NA,2018,NA,"18","Duplo","41",NA,"Ages_NA",NA,"Box","NA","NA","Large"
"799","10863","My First Animal Brick Box",NA,2018,NA,"29","Duplo","34",NA,"Ages_NA",NA,"Plastic box","1Kg (2.2 lb)","NA","Large"
"800","10864","Large Playground Brick Box",NA,2018,NA,"49","Duplo","71",NA,"Ages_NA",2,"Plastic box","1.41Kg (3.11 lb)","NA","Large"
"801","10865","Fun Creations",NA,2018,NA,"52","Duplo","70",NA,"Ages_NA",NA,"Box with handle","NA","NA","Large"
"802","10867","Farmers' Market",NA,2018,NA,"18","Duplo","26",NA,"Ages_NA",3,"Box","NA","NA","Large"
"803","10868","Farm Pony Stable",NA,2018,NA,"30","Duplo","59",NA,"Ages_NA",2,"Box","NA","NA","Large"
"804","10869","Farm Adventures",NA,2018,NA,"41","Duplo","104",NA,"Ages_NA",3,"Box","NA","NA","Large"
"805","10870","Farm Animals",NA,2018,NA,"13","Duplo","16",NA,"Ages_NA",NA,"Box","NA","NA","Large"
"806","10871","Airport",NA,2018,NA,"23","Duplo","29",NA,"Ages_NA",3,"Box","0.66Kg (1.45 lb)","NA","Large"
"807","10872","Train Bridge and Tracks",NA,2018,NA,"10","Duplo","26",NA,"Ages_2 - 5",1,"Box","0.88Kg (1.95 lb)","Retail","Large"
"808","10873","Minnie's Birthday Party",NA,2018,NA,"18","Duplo","21",NA,"Ages_2 - 5",1,"Box","0.36Kg (0.79 lb)","Retail","Large"
"809","10874","Steam Train",NA,2018,NA,"39","Duplo","59",NA,"Ages_NA",2,"Box","1.5Kg (3.3 lb)","Retail","Large"
"810","10875","Cargo Train",NA,2018,NA,"69","Duplo","105",NA,"Ages_2 - 5",3,"Box","2.86Kg (6.31 lb)","Retail","Large"
"811","10876","Spider-Man & Hulk Adventures",NA,2018,NA,"29","Duplo","38",NA,"Ages_2 - 5",3,"Box","0.54Kg (1.19 lb)","Retail","Large"
"812","10877","Belle's Tea Party",NA,2018,NA,"16","Duplo","19",NA,"Ages_NA",4,"Box","0.27Kg (0.59 lb)","NA","Large"
"813","10878","Rapunzel's Tower",NA,2018,NA,"26","Duplo","37",NA,"Ages_NA",1,"Box","NA","NA","Large"
"814","10879","Gentle Giants Petting Zoo",NA,2018,NA,"19","Duplo","24",NA,"Ages_NA",1,"Box","0.37Kg (0.81 lb)","Retail","Large"
"815","10880","T. rex Tower",NA,2018,NA,"18","Duplo","22",NA,"Ages_NA",1,"Box","0.61Kg (1.34 lb)","Retail","Large"
"816","10881","Mickey's Boat",NA,2018,NA,"25","Duplo","28",NA,"Ages_NA",2,"Box","0.58Kg (1.28 lb)","Retail","Large"
"817","10882","Train Tracks",NA,2018,NA,"9","Duplo","23",NA,"Ages_2 - 5",NA,"Box","0.66Kg (1.45 lb)","Retail","Large"
"818","10883","My First Tow Truck",NA,2019,NA,"10","Duplo","11",NA,"Ages_NA",NA,"Box","0.26Kg (0.57 lb)","Retail","Large"
"819","10884","My First Balancing Animals",NA,2019,NA,"14","Duplo","15",NA,"Ages_NA",NA,"Box","NA","Retail","Large"
"820","10885","My First Fun Puzzle",NA,2019,NA,"15","Duplo","15",NA,"Ages_NA",NA,"NA","0.55Kg (1.21 lb)","NA","Large"
"821","10886","My First Car Creations",NA,2019,NA,"31","Duplo","34",NA,"Ages_NA",NA,"NA","0.64Kg (1.41 lb)","NA","Large"
"822","10887","Creative Fun",NA,2019,NA,"70","Duplo","120",NA,"Ages_NA",1,"Box","1.45Kg (3.19 lb)","Retail","Large"
"823","10889","Mickey's Vacation House",NA,2019,NA,"36","Duplo","57",NA,"Ages_2+",3,"Box","0.99Kg (2.17 lb)","Retail","Large"
"824","10893","Spider-Man vs. Electro",NA,2019,NA,"22","Duplo","29",NA,"Ages_2+",2,"Box","0.41Kg (0.9 lb)","Retail","Large"
"825","10894","Toy Story Train",NA,2019,NA,"19","Duplo","21",NA,"Ages_2+",2,"Box","NA","Retail","Large"
"826","10895","Emmet and Lucy's Visitors from the DUPLO Planet",NA,2019,NA,"39","Duplo","53",NA,"Ages_2+",2,"Box","0.8Kg (1.76 lb)","Retail","Large"
"827","10897","My First Minnie Build",NA,2019,NA,"9","Duplo","10",NA,"Ages_NA",NA,"Box","0.25Kg (0.55 lb)","Retail","Large"
"828","10898","My First Mickey Build",NA,2019,NA,"8","Duplo","9",NA,"Ages_NA",NA,"Box","0.24Kg (0.53 lb)","Retail","Large"
"829","10899","Frozen Ice Castle",NA,2019,NA,"31","Duplo","59",NA,"Ages_2+",3,"Box","NA","Retail","Large"
"830","10900","Police Bike",NA,2019,NA,"7","Duplo","8",NA,"Ages_2+",1,"Box","0.18Kg (0.4 lb)","Retail","Large"
"831","10901","Fire Truck",NA,2019,NA,"16","Duplo","21",NA,"Ages_2+",2,"Box","0.45Kg (0.99 lb)","Retail","Large"
"832","10902","Police Station",NA,2019,NA,"25","Duplo","38",NA,"Ages_NA",3,"NA","0.71Kg (1.56 lb)","NA","Large"
"833","10903","Fire Station",NA,2019,NA,"48","Duplo","76",NA,"Ages_NA",2,"NA","1.14Kg (2.51 lb)","NA","Large"
"834","10904","Baby Animals",NA,2019,NA,"9","Duplo","9",NA,"Ages_2+",NA,"Box","0.18Kg (0.4 lb)","Retail","Large"
"835","10906","Tropical Island",NA,2019,NA,"45","Duplo","73",NA,"Ages_2+",3,"Box","NA","Retail","Large"
"836","10907","World Animals",NA,2019,NA,"76","Duplo","121",NA,"Ages_2+",6,"Box","NA","Retail","Large"
"837","10908","Plane",NA,2019,NA,"11","Duplo","12",NA,"Ages_2+",1,"Box","0.22Kg (0.48 lb)","Retail","Large"
"838","10909","Heart Box",NA,2020,NA,"39","Duplo","80",NA,"Ages_1+",NA,"Box","0.94Kg (2.07 lb)","Retail","Large"
"839","10910","Submarine Adventure",NA,2019,NA,"22","Duplo","24",NA,"Ages_2+",2,"Box","NA","Retail","Large"
"840","10913","Brick Box",NA,2020,NA,"46","Duplo","65",NA,"Ages_1+",2,"Tag","1.01Kg (2.22 lb)","Retail","Large"
"841","10914","Deluxe Brick Box",NA,2020,NA,"58","Duplo","85",NA,"Ages_1+",2,"Tub","1.42Kg (3.13 lb)","Retail","Large"
"842","10915","Alphabet Truck",NA,2020,NA,"35","Duplo","36",NA,"Ages_1+",2,"Box","0.85Kg (1.87 lb)","Retail","Large"
"843","10917","Fire Truck",NA,2020,NA,"6","Duplo","6",NA,"Ages_1+",NA,"Box with backing card","0.15Kg (0.33 lb)","Retail","Large"
"844","10918","Tow Truck",NA,2020,NA,"7","Duplo","7",NA,"Ages_1+",NA,"Box with backing card","0.15Kg (0.33 lb)","Retail","Large"
"845","10919","Batcave",NA,2020,NA,"25","Duplo","33",NA,"Ages_2+",3,"Box","0.5Kg (1.1 lb)","Retail","Large"
"846","10920","Elsa and Olaf's Tea Party",NA,2020,NA,"13","Duplo","17",NA,"Ages_2+",2,"Box","0.24Kg (0.53 lb)","Retail","Large"
"847","10921","Super Heroes Lab",NA,2020,NA,"23","Duplo","30",NA,"Ages_2+",3,"Box","0.47Kg (1.04 lb)","Retail","Large"
"848","10922","Ariel's Undersea Castle",NA,2020,NA,"27","Duplo","35",NA,"Ages_2+",1,"Box","0.58Kg (1.28 lb)","Retail","Large"
"849","10924","Lightning McQueen's Race Day",NA,2020,NA,"32","Duplo","42",NA,"Ages_2+",2,"Box","0.69Kg (1.52 lb)","Retail","Large"
"850","10925","Playroom",NA,2020,NA,"16","Duplo","17",NA,"Ages_2+",2,"Box","0.4Kg (0.88 lb)","Retail","Large"
"851","10926","Bedroom",NA,2020,NA,"16","Duplo","16",NA,"Ages_2+",2,"Box","0.38Kg (0.84 lb)","Retail","Large"
"852","10927","Pizza Stand",NA,2020,NA,"15","Duplo","18",NA,"Ages_2+",1,"Box","0.26Kg (0.57 lb)","Retail","Large"
"853","10928","Bakery",NA,2020,NA,"33","Duplo","46",NA,"Ages_2+",2,"Box","0.82Kg (1.81 lb)","Retail","Large"
"854","10929","Modular Playhouse",NA,2020,NA,"56","Duplo","129",NA,"Ages_2+",3,"Box","2.2Kg (4.85 lb)","Retail","Large"
"855","10930","Bulldozer",NA,2020,NA,"10","Duplo","10",NA,"Ages_2+",1,"Box","0.22Kg (0.48 lb)","Retail","Large"
"856","10931","Truck & Tracked Excavator",NA,2020,NA,"19","Duplo","20",NA,"Ages_2+",2,"Box","0.58Kg (1.28 lb)","Retail","Large"
"857","10932","Wrecking Ball Demolition",NA,2020,NA,"41","Duplo","56",NA,"Ages_2+",3,"Box","NA","Retail","Large"
"858","10933","Tower Crane & Construction",NA,2020,NA,"72","Duplo","123",NA,"Ages_2+",5,"Box","NA","Retail","Large"
"859","10934","Creative Animals",NA,2020,NA,"89","Duplo","175",NA,"Ages_NA",NA,"Box","NA","Retail","Large"
"860","10940",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"861","10943",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"862","10946",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"863","10949",NA,"€6.37",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"864","10952",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"865","10955",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"866","10958",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"867","10960",NA,"€14.02",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"868","10964",NA,"€7.65",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"869","10967",NA,"€6.37",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"870","10970",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"871","10973",NA,"€35.06",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"872","10976",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"873","10979",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"874","10986",NA,"€15.30",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"875","10996",NA,"€24.86",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"876","11001","Bricks and Ideas",NA,2019,NA,"59","Classic","123",NA,"Ages_4+",NA,"Box","0.17Kg (0.37 lb)","Retail","Small"
"877","11002","Basic Brick Set ",NA,2019,NA,"93","Classic","300",NA,"Ages_4+",NA,"Box","0.44Kg (0.97 lb)","Retail","Small"
"878","11003","Bricks and Eyes ",NA,2019,NA,"171","Classic","451",NA,"Ages_4+",NA,"Box","NA","Retail","Small"
"879","11004","Windows of Creativity",NA,2019,NA,"153","Classic","450",NA,"Ages_4+",NA,"Box","NA","Retail","Small"
"880","11005","Creative Fun",NA,2019,NA,"231","Classic","900",NA,"Ages_4+",NA,"Box","1.18Kg (2.6 lb)","Retail","Small"
"881","11006","Creative Blue Bricks",NA,2020,NA,"28","Classic","52",NA,"Ages_4+",NA,"Box","0.08Kg (0.18 lb)","Retail","Small"
"882","11007","Creative Green Bricks",NA,2020,NA,"36","Classic","60",NA,"Ages_4+",NA,"Box","0.08Kg (0.18 lb)","Retail","Small"
"883","11008","Bricks and Houses",NA,2020,NA,"121","Classic","270",NA,"Ages_4+",NA,"Box","0.47Kg (1.04 lb)","Retail","Small"
"884","11009","Bricks and Lights",NA,2020,NA,"173","Classic","441",NA,"Ages_5+",NA,"Box","NA","Retail","Small"
"885","11010","White Baseplate",NA,2020,NA,"1","Classic","1",NA,"Ages_4+",NA,"Shrink-wrapped","0.1Kg (0.22 lb)","Retail","Small"
"886","11011","Bricks and Animals",NA,2020,NA,"339","Classic","1500",NA,"Ages_4+",NA,"Box","NA","Retail","Small"
"887","11013",NA,"€21.67",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"888","11017",NA,"€7.65",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"889","11020",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"890","11025",NA,"€6.37",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"891","11028",NA,"€19.12",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"892","11717","Bricks Bricks Plates",NA,2020,NA,"332","Classic","1504",NA,"Ages_4 - 99",NA,"Box","NA","Retail","Small"
"893","11915","NINJAGO Build Your Own Adventure parts",NA,2018,NA,"38","Ninjago","67",NA,"Ages_NA",1,"Polybag","NA","Retail","Small"
"894","11916","Parts for Disney Princess: Build your own Adventure",NA,2018,NA,"36","Disney","83",NA,"Ages_NA",1,"Polybag","NA","NA","Small"
"895","11917","Animal Atlas parts",NA,2018,NA,"36","Miscellaneous","60",NA,"Ages_6+",NA,"Polybag","NA","NA","Small"
"896","11920","Star Wars: Build Your Own Adventure Galactic Missions parts",NA,2019,NA,"34","Star Wars","66",NA,"Ages_NA",1,"Polybag","NA","NA","Small"
"897","11921","Parts for {LEGO Atlas series #2}",NA,2018,NA,"34","Miscellaneous","NA",NA,"Ages_NA",NA,"Polybag","NA","NA","Small"
"898","11922","Parts for The Book of Bedtime Builds",NA,2019,NA,"28","Miscellaneous","68",NA,"Ages_NA",NA,"Polybag","NA","NA","Small"
"899","11923","Harry Potter: Build Your Own Adventure parts",NA,2019,NA,"47","Harry Potter","101",NA,"Ages_6+",1,"Polybag","NA","NA","Small"
"900","11924","Christmas Ideas parts",NA,2019,NA,"18","Miscellaneous","41",NA,"Ages_NA",NA,"Polybag","NA","NA","Small"
"901","11926","Wooden Minifigure parts",NA,2019,NA,"21","Miscellaneous","29",NA,"Ages_NA",NA,"Polybag","NA","NA","Small"
"902","11931","Parts for Cute Ideas",NA,2020,NA,"17","Miscellaneous","NA",NA,"Ages_NA",NA,"Polybag","NA","NA","Small"
"903","11933","Epic History parts",NA,2020,NA,"32","Miscellaneous","53",NA,"Ages_6+",NA,"Polybag","NA","NA","Small"
"904","11934","Parts for Jurassic World Build Your Own Adventure",NA,2020,NA,"41","Jurassic World","63",NA,"Ages_NA",1,"Polybag","NA","NA","Small"
"905","11936","Parts for City: Build your own Adventure",NA,2020,NA,NA,"City","NA",NA,"Ages_NA",NA,"Polybag","NA","NA","Small"
"906","2000455","FIRST Competitions Medal",NA,2019,NA,"10","Education","18",NA,"Ages_6+",NA,"Polybag","NA","Educational","Small"
"907","2000456","Spike Prime Marketing Kit",NA,2019,NA,"32","Education","150",NA,"Ages_NA",NA,"Polybag","NA","Not sold","Small"
"908","2000460","BOOMTOWN BUILD Discover More",NA,2019,NA,NA,"Education","12",NA,"Ages_4+",NA,"Box","NA","Educational","Small"
"909","2000461","Discover More",NA,2020,NA,NA,"Education","12",NA,"Ages_4+",NA,"Box","NA","Educational","Small"
"910","21038","Las Vegas",NA,2018,NA,NA,"Architecture","487",NA,"Ages_12+",NA,"Box","NA","Retail","Small"
"911","21039","Shanghai",NA,2018,NA,"144","Architecture","597",NA,"Ages_NA",NA,"Box","0.66Kg (1.45 lb)","Retail","Small"
"912","21041","Great Wall of China",NA,2018,NA,"81","Architecture","551",NA,"Ages_NA",NA,"Box","0.81Kg (1.78 lb)","Retail - limited","Small"
"913","21042","Statue of Liberty",NA,2018,NA,"147","Architecture","1685",NA,"Ages_NA",NA,"Box","1.44Kg (3.17 lb)","Retail - limited","Small"
"914","21043","San Francisco",NA,2019,NA,"163","Architecture","565",NA,"Ages_NA",NA,"Box","NA","Retail","Small"
"915","21044","Paris",NA,2019,NA,"114","Architecture","649",NA,"Ages_NA",NA,"Box","NA","Retail","Small"
"916","21045","Trafalgar Square",NA,2019,NA,"205","Architecture","1197",NA,"Ages_16+",NA,"Box","NA","Retail - limited","Small"
"917","21046","Empire State Building",NA,2019,NA,"128","Architecture","1767",NA,"Ages_16+",NA,"Box","NA","Retail - limited","Small"
"918","21047","Las Vegas",NA,2018,NA,"124","Architecture","501",NA,"Ages_NA",NA,"Box","NA","Retail","Small"
"919","21051","Tokyo",NA,2020,NA,"147","Architecture","547",NA,"Ages_16+",NA,"Box","0.58Kg (1.28 lb)","Retail - limited","Small"
"920","21052","Dubai",NA,2020,NA,"127","Architecture","740",NA,"Ages_16+",NA,"Box","0.59Kg (1.3 lb)","Retail - limited","Small"
"921","21054","The White House",NA,2020,NA,"180","Architecture","1483",NA,"Ages_18+",NA,"Box","1.57Kg (3.46 lb)","Retail - limited","Small"
"922","21055","Burj Khalifa",NA,2019,NA,"56","Architecture","333",NA,"Ages_NA",NA,"Box","NA","Retail - limited","Small"
"923","21057",NA,"€45.90",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"924","21138","The Melon Farm",NA,2018,NA,"47","Minecraft","69",NA,"Ages_6 - 14",3,"Box","NA","Retail","Small"
"925","21139","The Nether Fight",NA,2018,NA,"48","Minecraft","84",NA,"Ages_6 - 14",3,"Box","NA","Retail","Small"
"926","21140","The Chicken Coop",NA,2018,NA,"90","Minecraft","198",NA,"Ages_7 - 14",1,"Box","0.36Kg (0.79 lb)","Retail","Small"
"927","21141","The Zombie Cave",NA,2018,NA,"88","Minecraft","241",NA,"Ages_7 - 14",3,"Box","0.39Kg (0.86 lb)","Retail","Small"
"928","21142","The Polar Igloo",NA,2018,NA,"95","Minecraft","278",NA,"Ages_8+",2,"Box","0.56Kg (1.23 lb)","Retail","Small"
"929","21143","The Nether Portal",NA,2018,NA,"147","Minecraft","470",NA,"Ages_8+",3,"Box","0.7Kg (1.54 lb)","Retail","Small"
"930","21144","The Farm Cottage ",NA,2018,NA,"157","Minecraft","549",NA,"Ages_8+",3,"Box","NA","Retail","Small"
"931","21145","The Skull Arena",NA,2018,NA,"68","Minecraft","198",NA,"Ages_NA",2,"Box","0.42Kg (0.93 lb)","Retail","Small"
"932","21146","The Skeleton Attack",NA,2018,NA,"136","Minecraft","457",NA,"Ages_NA",4,"Box","NA","Retail","Small"
"933","21147","The Bedrock Adventures",NA,2018,NA,"168","Minecraft","644",NA,"Ages_NA",4,"Box","1.27Kg (2.8 lb)","Retail","Small"
"934","21148","Minecraft Steve BigFig with Parrot",NA,2019,NA,"74","Minecraft","159",NA,"Ages_7+",NA,"Box","0.17Kg (0.37 lb)","Retail","Small"
"935","21149","Minecraft Alex BigFig with Chicken",NA,2019,NA,"71","Minecraft","160",NA,"Ages_7+",NA,"Box","0.17Kg (0.37 lb)","Retail","Small"
"936","21150","Minecraft Skeleton BigFig with Magma Cube",NA,2019,NA,"56","Minecraft","142",NA,"Ages_7+",NA,"Box","0.17Kg (0.37 lb)","Retail","Small"
"937","21151","The End Battle",NA,2019,NA,"92","Minecraft","222",NA,"Ages_7+",2,"Box","0.38Kg (0.84 lb)","Retail","Small"
"938","21152","Pirate Ship",NA,2019,NA,"144","Minecraft","386",NA,"Ages_NA",3,"Box","0.75Kg (1.65 lb)","Retail","Small"
"939","21153","The Wool Farm",NA,2019,NA,"81","Minecraft","260",NA,"Ages_7+",1,"Box","NA","Retail","Small"
"940","21154","The Blaze Bridge",NA,2019,NA,"127","Minecraft","372",NA,"Ages_8+",4,"Box","NA","Retail","Small"
"941","21155","The Creeper Mine",NA,2019,NA,"207","Minecraft","834",NA,"Ages_8+",4,"Box","NA","Retail","Small"
"942","21156","BigFig Creeper and Ocelot",NA,2020,NA,"65","Minecraft","184",NA,"Ages_7+",NA,"Box","0.16Kg (0.35 lb)","Retail","Small"
"943","21157","BigFig Pig with Baby Zombie",NA,2020,NA,"47","Minecraft","159",NA,"Ages_7+",NA,"Box","0.17Kg (0.37 lb)","Retail","Small"
"944","21158","The Panda Nursery",NA,2020,NA,"76","Minecraft","204",NA,"Ages_7+",1,"Box","0.32Kg (0.7 lb)","Retail","Small"
"945","21159","The Pillager Outpost",NA,2020,NA,"94","Minecraft","303",NA,"Ages_8+",4,"Box","0.47Kg (1.04 lb)","Retail","Small"
"946","21160","The Illager Raid",NA,2020,NA,"187","Minecraft","562",NA,"Ages_8+",5,"Box","0.84Kg (1.85 lb)","Retail","Small"
"947","21161","The Crafting Box 3.0",NA,2020,NA,"128","Minecraft","564",NA,"Ages_8+",4,"Box","1.3Kg (2.86 lb)","Retail","Small"
"948","21162","The Taiga Adventure",NA,2020,NA,"48","Minecraft","74",NA,"Ages_7+",2,"Box","0.1Kg (0.22 lb)","Retail","Small"
"949","21163","The Redstone Battle",NA,2020,NA,"134","Minecraft","504",NA,"Ages_8+",4,"Box","0.65Kg (1.43 lb)","Retail","Small"
"950","21165",NA,"€21.03",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"951","21168",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"952","21171",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"953","21174",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"954","21179",NA,"€17.21",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"955","21183",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"956","21186",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"957","21189",NA,"€25.50",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"958","21240",NA,"€9.56",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"959","21243",NA,"€25.50",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"960","21246",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"961","21311","Voltron",NA,2018,NA,"473","Ideas","2321",NA,"Ages_NA",NA,"Box","NA","Retail - limited","Small"
"962","21313","Ship in a Bottle",NA,2018,NA,"125","Ideas","962",NA,"Ages_NA",NA,"Box","NA","Retail - limited","Small"
"963","21314","TRON: Legacy",NA,2018,NA,"73","Ideas","230",NA,"Ages_10+",3,"Box","NA","Retail - limited","Small"
"964","21315","Pop-Up Book",NA,2018,NA,"212","Ideas","859",NA,"Ages_12+",5,"Box","NA","Retail","Small"
"965","21316","The Flintstones",NA,2019,NA,"242","Ideas","748",NA,"Ages_10+",4,"Box","1.04Kg (2.29 lb)","Retail - limited","Small"
"966","21317","Steamboat Willie",NA,2019,NA,"206","Ideas","751",NA,"Ages_10+",2,"Box","NA","Retail - limited","Small"
"967","21318","Tree House",NA,2019,NA,"483","Ideas","3036",NA,"Ages_16+",4,"Box","3.8Kg (8.37 lb)","Retail - limited","Small"
"968","21319","Central Perk",NA,2019,NA,"368","Ideas","1070",NA,"Ages_16+",7,"Box","1.35Kg (2.98 lb)","Retail - limited","Small"
"969","21320","Dinosaur Fossils",NA,2019,NA,"203","Ideas","910",NA,"Ages_16+",2,"Box","1Kg (2.2 lb)","Retail - limited","Small"
"970","21321","International Space Station",NA,2020,NA,"186","Ideas","864",NA,"Ages_16+",NA,"Box","0.61Kg (1.34 lb)","Retail - limited","Small"
"971","21322","Pirates of Barracuda Bay",NA,2020,NA,"585","Ideas","2545",NA,"Ages_16+",10,"Box","4.43Kg (9.76 lb)","Retail - limited","Small"
"972","21323","Grand Piano",NA,2020,NA,"345","Ideas","3662",NA,"Ages_18+",NA,"Box","6.09Kg (13.41 lb)","Retail - limited","Small"
"973","21324","123 Sesame Street",NA,2020,NA,"610","Ideas","1367",NA,"Ages_18+",6,"Box","1.86Kg (4.1 lb)","Retail - limited","Small"
"974","21325",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"975","21328",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"976","21332",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"977","30325","My First Dinosaur",NA,2018,NA,"6","Duplo","7",NA,"Ages_NA",NA,"Polybag","NA","NA","Large"
"978","30326","Farm - Girl",NA,2018,NA,NA,"NA","NA",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"979","30327","My First Duck",NA,2019,NA,"6","Duplo","6",NA,"Ages_NA",NA,"Polybag","NA","NA","Large"
